1,21155
1,168099
1,172579
1,172131
1,164963
1,165971
1,164627
1,164508
1,21729
1,99429
1,34476
2,5804
2,45396
2,42820
2,41308
2,34021
2,35029
2,34602
2,34469
2,35540
2,13413
2,98981
2,107045
2,106597
2,99597
2,100493
2,100437
2,99436
2,165537
2,87585
2,67425
2,11033
2,19097
2,22737
2,21785
2,15009
2,21708
2,21148
2,169492
2,177220
2,172236
2,164956
2,164564
2,8933
2,34140
2,21267
2,168211
2,170003
2,164634
2,19027
2,133715
2,180307
2,180867
2,180363
2,165131
2,10851
2,68195
2,168995
2,174147
2,181259
2,86115
2,172299
2,174091
2,172313
2,87648
2,10060
2,169219
2,181315
2,172740
2,172824
2,169506
2,103461
2,78660
2,53411
2,170115
2,168148
2,168218
2,53460
2,102565
2,6819
2,21603
2,22611
2,5475
2,5419
2,165089
2,119904
2,54916
3,169604
3,47636
3,54468
3,43548
3,54496
3,55504
3,55042
3,46432
3,46117
3,177248
3,119456
3,109152
3,120072
3,120968
3,120912
3,109320
3,107304
3,103776
3,119876
3,22177
3,172257
3,180377
3,166097
3,10025
3,99681
3,165068
3,9003
3,17067
3,6315
3,5349
3,5468
3,9059
3,6483
3,151635
3,6931
3,22667
3,10347
3,17235
3,21771
3,21596
3,164578
3,87620
3,35491
3,6868
3,6938
3,105120
3,54804
3,45221
3,102677
3,104469
3,104581
3,102740
3,102698
3,68300
3,5356
3,35610
3,51738
3,53474
3,53530
3,180762
3,180314
3,170010
3,168162
3,69917
3,41315
3,176660
3,176212
3,168092
3,168988
3,169156
3,55427
3,172803
3,170192
3,47440
3,54307
3,43555
3,53523
3,55315
3,34091
3,118945
3,78156
3,66284
3,69980
3,71464
3,83560
3,80193
3,78373
3,78688
3,115333
3,115725
3,103748
3,103720
3,165474
3,6882
3,34658
3,55490
3,152258
3,181770
3,119330
3,169744
3,174168
3,180888
3,170136
3,169240
3,172768
3,5405
3,66403
3,173636
3,176772
3,181336
3,42533
3,72388
3,152643
3,166027
3,54531
3,180755
3,67404
3,12972
3,5972
3,9052
3,10473
3,9829
3,10956
3,10081
3,169184
3,54944
3,71520
3,88264
3,84680
3,86808
3,80480
3,87564
3,87809
3,86297
3,166041
3,174105
3,173601
3,41245
3,84491
3,141835
3,108557
3,86283
3,72227
3,86563
3,88075
3,66347
3,86220
3,173664
3,118882
3,22156
3,181273
3,142024
3,17641
3,88131
3,86724
3,107269
3,140904
3,42540
3,69987
3,68363
3,82251
3,67691
3,86787
3,101130
3,35554
3,19083
3,11019
3,43744
3,139595
3,10585
3,34077
3,151691
3,152776
3,18089
3,152195
3,152216
3,144040
3,49491
3,131755
3,133771
3,120849
3,55322
3,135507
3,131923
3,132203
3,141891
3,152083
3,22681
3,101004
3,17515
3,151705
3,117384
3,51920
3,21274
3,176898
3,165642
3,165978
3,17109
3,35162
3,170178
3,104770
3,45354
3,46404
3,41196
3,34987
3,34147
3,67173
3,5797
3,10445
3,17501
3,21204
3,165460
3,10844
3,68188
3,172124
3,10977
3,173580
3,77925
3,177164
3,178312
3,14988
3,17053
3,54300
3,43716
3,22100
3,13644
3,101025
3,176289
3,109089
3,78177
3,13665
3,14673
3,15121
3,165145
3,68377
3,8989
3,181777
3,18257
3,22289
3,22730
3,133785
3,152769
3,132329
3,19153
3,84673
3,139497
3,67817
3,82153
3,67180
3,67341
3,107360
3,174273
3,142017
3,83497
3,87816
3,47748
3,180433
3,181889
3,118868
3,13420
3,106828
3,99156
3,99625
3,14421
3,115221
3,99093
3,100458
3,18061
3,132749
3,114829
3,115781
3,9997
3,106765
3,108613
3,106604
3,42848
3,107332
3,47650
3,114773
3,99114
3,12965
3,13581
3,14477
3,45228
3,176800
3,119841
3,35484
3,41189
3,34581
3,5930
3,47426
3,131797
3,49365
3,47125
3,50856
3,49323
3,35050
3,66277
3,46124
3,43240
3,50219
3,41259
3,43051
3,86241
3,46376
3,50408
3,43331
3,177185
3,47146
3,45410
3,13140
3,6357
4,135381
4,13077
4,51864
4,34644
4,13098
4,14932
4,13154
4,102754
4,51010
4,49498
4,47874
4,80417
4,115242
4,143914
4,50730
4,50373
4,50821
4,45333
4,47888
4,178242
4,117265
4,120961
4,153217
4,176401
4,177416
4,35155
4,50205
4,43779
4,43352
4,82461
4,136424
4,43037
4,34973
4,49386
4,47237
4,50520
4,180930
4,83525
4,46341
4,79941
4,88089
4,84505
4,68321
4,86108
4,82475
4,139819
4,10333
4,69931
4,51843
4,141849
4,71912
4,47272
4,50499
4,43205
4,54552
4,140869
4,107052
4,78380
4,77932
4,66333
4,82027
4,67789
4,67369
4,71429
4,86752
4,17130
4,131818
4,51024
4,17753
4,100682
4,135339
4,152601
4,136872
4,180944
4,144453
4,143893
4,50709
4,132777
4,143445
4,132714
4,132301
4,139973
4,137040
4,6812
4,169730
4,178193
4,6490
4,18005
4,5909
4,69861
4,109313
4,117377
4,173825
4,119820
4,169632
4,178256
4,176912
4,102572
4,53404
4,143501
4,78093
4,114794
4,104490
4,151761
4,54818
4,109124
4,119428
4,108865
4,115816
4,47776
4,42792
4,106793
4,103685
4,108648
4,67677
4,139469
4,106849
4,80641
4,132189
4,178186
4,115025
4,132693
4,140813
4,144005
4,136725
4,17613
4,181840
4,146049
4,14442
4,119050
4,120898
4,99170
4,100521
4,98988
4,115522
4,115368
4,6301
4,13609
4,119057
4,120065
4,100689
4,10571
4,119316
4,100948
4,109068
4,108585
4,120842
4,88257
4,83777
4,178305
4,55056
4,180426
4,83784
4,181896
4,173832
4,80200
4,139609
4,79913
4,71723
4,82265
4,133841
4,141121
4,115753
4,117314
4,82755
4,174280
4,83469
4,71212
4,82125
4,67929
4,78121
4,42757
4,132945
4,144425
4,181441
4,153105
4,140841
4,140099
4,137859
4,132441
4,145937
4,6378
4,22114
4,19146
4,14666
4,165649
4,22282
4,18026
4,115536
4,181826
4,8940
4,72472
4,166090
4,101137
4,15114
4,143697
4,114857
4,165516
4,9836
4,116033
4,176394
4,66396
4,104994
4,131741
4,140008
4,176268
4,80452
4,146056
4,153224
4,79976
4,177409
4,80396
4,172572
4,84568
4,21218
4,35603
4,17739
4,69868
4,176674
4,144705
4,105218
4,104784
4,51906
4,17242
4,19034
4,133722
4,176226
4,119554
4,14946
4,22618
4,137936
4,117328
4,116040
4,99660
4,104980
4,137747
4,152090
4,84547
4,136515
4,132427
4,34028
4,131930
4,135514
4,55448
4,51731
4,144208
4,49309
4,152272
4,152587
4,136235
4,153168
4,139357
4,71709
4,139371
4,72416
4,43800
4,151754
4,100962
4,115018
4,67915
4,133834
4,72451
4,144194
4,78597
4,86556
4,88152
4,18250
4,82664
4,141912
4,144712
4,118924
4,181448
4,78632
4,72220
4,117258
4,72003
4,80648
4,14505
4,5986
4,137754
4,136746
4,105232
4,152664
4,71492
4,71877
4,82776
4,136389
4,119568
4,151642
4,153154
4,135402
4,104616
4,105092
4,72024
4,79885
4,82013
4,71205
4,136221
4,103468
4,108872
4,140120
5,144488
5,136536
5,141128
5,144397
5,143466
5,132938
5,137026
5,82629
5,137922
5,137880
5,145930
5,146000
5,145986
5,153098
5,143690
5,135325
5,136837
5,139805
5,143529
